date,location_key,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,new_intensive_care_patients,cumulative_intensive_care_patients,current_intensive_care_patients,new_ventilator_patients,cumulative_ventilator_patients,current_ventilator_patients
19-09-2020,US_KS,29,2320,217,0,734,86,0,230,23
20-09-2020,US_KS,27,2347,214,0,734,81,0,230,23
21-09-2020,US_KS,43,2390,225,7,741,83,0,230,23
22-09-2020,US_KS,40,2430,240,0,741,89,0,230,23
23-09-2020,US_KS,48,2478,252,12,753,93,10,240,27
24-09-2020,US_KS,37,2515,260,0,753,106,0,240,27
25-09-2020,US_KS,39,2554,273,15,768,110,10,250,34
26-09-2020,US_KS,59,2613,284,0,768,101,0,250,34
27-09-2020,US_KS,46,2659,291,0,768,97,0,250,34
28-09-2020,US_KS,35,2694,283,17,785,85,1,251,29
29-09-2020,US_KS,44,2738,286,0,785,92,0,251,29
30-09-2020,US_KS,55,2793,292,16,801,98,4,255,33
01-10-2020,US_KS,54,2847,297,0,801,91,0,255,33
02-10-2020,US_KS,34,2881,291,16,817,88,4,259,33
03-10-2020,US_KS,56,2937,290,0,817,88,0,259,33
04-10-2020,US_KS,42,2979,294,0,817,89,0,259,33
05-10-2020,US_KS,55,3034,322,10,827,97,2,261,33
06-10-2020,US_KS,81,3115,323,0,827,100,0,261,33
07-10-2020,US_KS,83,3198,350,22,849,104,6,267,33
08-10-2020,US_KS,71,3269,373,0,849,111,0,267,34
09-10-2020,US_KS,75,3344,373,28,877,111,4,271,34
10-10-2020,US_KS,83,3427,376,0,877,109,0,271,34
11-10-2020,US_KS,59,3486,356,0,877,106,0,271,34
12-10-2020,US_KS,89,3575,370,13,890,115,3,274,42
13-10-2020,US_KS,67,3642,381,0,890,114,0,274,42
14-10-2020,US_KS,77,3719,365,23,913,108,6,280,42
15-10-2020,US_KS,93,3812,369,0,913,113,0,280,42
16-10-2020,US_KS,65,3877,376,20,933,119,4,284,47
17-10-2020,US_KS,89,3966,384,0,933,121,0,284,47
18-10-2020,US_KS,48,4014,385,0,933,115,0,284,47
19-10-2020,US_KS,54,4068,372,19,952,119,10,294,39
20-10-2020,US_KS,79,4147,376,0,952,112,0,294,39
21-10-2020,US_KS,94,4241,413,23,975,123,5,299,45
22-10-2020,US_KS,88,4329,431,0,975,115,0,299,45
23-10-2020,US_KS,89,4418,447,26,1001,114,10,309,41
24-10-2020,US_KS,85,4503,454,0,1001,112,0,309,41
25-10-2020,US_KS,84,4587,442,0,1001,116,0,309,41
26-10-2020,US_KS,75,4662,418,8,1009,125,4,313,39
27-10-2020,US_KS,91,4753,428,0,1009,128,0,313,39
28-10-2020,US_KS,101,4854,432,34,1043,140,5,318,40
29-10-2020,US_KS,94,4948,445,0,1043,139,0,318,40
30-10-2020,US_KS,113,5061,450,24,1067,141,5,323,53
31-10-2020,US_KS,99,5160,455,0,1067,146,0,323,53
01-11-2020,US_KS,70,5230,452,0,1067,143,0,323,53
02-11-2020,US_KS,103,5333,483,15,1082,147,5,328,39
03-11-2020,US_KS,127,5460,506,0,1082,150,0,328,39
04-11-2020,US_KS,143,5603,581,24,1106,157,6,334,60
05-11-2020,US_KS,143,5746,630,0,1106,177,0,334,60
06-11-2020,US_KS,140,5886,637,16,1122,183,3,337,62
07-11-2020,US_KS,157,6043,633,0,1122,186,0,337,62
08-11-2020,US_KS,141,6184,651,0,1122,183,0,337,62
09-11-2020,US_KS,131,6315,680,13,1135,190,2,339,55
10-11-2020,US_KS,169,6484,695,0,1135,193,0,339,55
11-11-2020,US_KS,191,6675,774,32,1167,210,8,347,80
12-11-2020,US_KS,182,6857,792,0,1167,213,0,347,80
13-11-2020,US_KS,150,7007,808,17,1184,224,1,348,74
14-11-2020,US_KS,151,7158,789,0,1184,218,0,348,74
15-11-2020,US_KS,182,7340,897,0,1184,228,0,348,74
16-11-2020,US_KS,149,7489,937,21,1205,241,7,355,58
17-11-2020,US_KS,185,7674,980,0,1205,254,0,355,58
18-11-2020,US_KS,183,7857,1018,36,1241,258,9,364,95
19-11-2020,US_KS,160,8017,999,0,1241,253,0,364,95
20-11-2020,US_KS,190,8207,1010,28,1269,247,8,372,109
21-11-2020,US_KS,208,8415,1026,0,1269,242,0,372,109
22-11-2020,US_KS,163,8578,1064,0,1269,259,0,372,109
23-11-2020,US_KS,160,8738,1079,25,1294,258,5,377,89
24-11-2020,US_KS,185,8923,1079,0,1294,262,0,377,89
25-11-2020,US_KS,176,9099,1069,22,1316,271,8,385,102
26-11-2020,US_KS,192,9291,1081,0,1316,270,0,385,102
27-11-2020,US_KS,155,9446,1090,13,1329,273,4,389,73
28-11-2020,US_KS,168,9614,1076,0,1329,270,0,389,73
29-11-2020,US_KS,165,9779,1080,0,1329,266,0,389,73
30-11-2020,US_KS,150,9929,1097,24,1353,276,6,395,92
01-12-2020,US_KS,199,10128,1110,0,1353,285,0,395,92
02-12-2020,US_KS,176,10304,1081,37,1390,285,14,409,125
03-12-2020,US_KS,164,10468,1108,0,1390,296,0,409,92
04-12-2020,US_KS,152,10620,1114,63,1453,297,0,409,123
05-12-2020,US_KS,184,10804,1098,0,1453,301,0,409,123
06-12-2020,US_KS,146,10950,1057,0,1453,282,0,409,123
07-12-2020,US_KS,137,11087,1089,21,1474,291,0,409,86
08-12-2020,US_KS,176,11263,994,0,1474,300,0,409,86
09-12-2020,US_KS,167,11430,1095,53,1527,281,0,409,136
10-12-2020,US_KS,181,11611,1106,0,1527,286,0,409,136
11-12-2020,US_KS,184,11795,1076,37,1564,295,0,409,130
12-12-2020,US_KS,189,11984,1071,0,1564,265,0,409,130
13-12-2020,US_KS,118,12102,1053,0,1564,275,0,409,130
14-12-2020,US_KS,135,12237,1062,20,1584,276,0,409,88
15-12-2020,US_KS,171,12408,1057,0,1584,268,0,409,88
16-12-2020,US_KS,184,12592,1051,44,1628,261,0,409,111
17-12-2020,US_KS,156,12748,1044,0,1628,267,0,409,111
18-12-2020,US_KS,167,12915,1019,30,1658,254,2,411,92
19-12-2020,US_KS,173,13088,1021,0,1658,242,0,411,92
20-12-2020,US_KS,139,13227,1034,0,1658,243,0,411,92
21-12-2020,US_KS,134,13361,1031,26,1684,249,0,411,92
22-12-2020,US_KS,190,13551,1030,0,1684,255,0,411,92
23-12-2020,US_KS,153,13704,997,38,1722,262,0,411,119
24-12-2020,US_KS,138,13842,947,0,1722,264,0,411,119
25-12-2020,US_KS,109,13951,864,0,1722,249,0,411,119
26-12-2020,US_KS,113,14064,875,0,1722,244,0,411,119
27-12-2020,US_KS,162,14226,915,0,1722,234,0,411,119
28-12-2020,US_KS,109,14335,921,40,1762,257,0,411,68
29-12-2020,US_KS,149,14484,918,0,1762,253,0,411,68
30-12-2020,US_KS,159,14643,949,61,1823,259,1,412,99
31-12-2020,US_KS,150,14793,917,0,1823,240,0,412,99
01-01-2021,US_KS,136,14929,887,39,1862,233,0,412,97
02-01-2021,US_KS,124,15053,889,0,1862,240,0,412,97
03-01-2021,US_KS,116,15169,926,0,1862,249,0,412,97
04-01-2021,US_KS,113,15282,925,14,1876,245,0,412,65
05-01-2021,US_KS,143,15425,912,0,1876,238,0,412,65
06-01-2021,US_KS,146,15571,950,52,1928,241,1,413,70
07-01-2021,US_KS,163,15734,976,0,1928,220,0,413,70
08-01-2021,US_KS,145,15879,975,27,1955,221,0,413,61
09-01-2021,US_KS,143,16022,904,0,1955,212,0,413,61
10-01-2021,US_KS,116,16138,899,0,1955,206,0,413,61
11-01-2021,US_KS,132,16270,931,26,1981,203,0,413,48
12-01-2021,US_KS,140,16410,886,0,1981,211,0,413,48
13-01-2021,US_KS,147,16557,890,46,2027,206,0,413,65
14-01-2021,US_KS,149,16706,899,0,2027,212,0,413,65
15-01-2021,US_KS,148,16854,879,41,2068,190,0,413,67
16-01-2021,US_KS,134,16988,799,0,2068,195,0,413,67
17-01-2021,US_KS,117,17105,802,0,2068,198,0,413,67
18-01-2021,US_KS,91,17196,780,30,2098,189,0,413,61
19-01-2021,US_KS,119,17315,756,0,2098,189,0,413,61
20-01-2021,US_KS,110,17425,734,43,2141,180,0,413,66
21-01-2021,US_KS,114,17539,740,0,2141,181,0,413,66
22-01-2021,US_KS,126,17665,725,40,2181,168,-1,412,66
23-01-2021,US_KS,115,17780,694,0,2181,161,0,412,66
24-01-2021,US_KS,95,17875,695,0,2181,160,0,412,66
25-01-2021,US_KS,78,17953,682,29,2210,162,0,412,66
26-01-2021,US_KS,84,18037,663,0,2210,167,0,412,66
27-01-2021,US_KS,101,18138,645,49,2259,158,0,412,74
28-01-2021,US_KS,86,18224,612,0,2259,159,0,412,74
29-01-2021,US_KS,75,18299,596,31,2290,149,0,412,65
30-01-2021,US_KS,80,18379,580,0,2290,136,0,412,65
31-01-2021,US_KS,62,18441,569,0,2290,130,0,412,65
01-02-2021,US_KS,56,18497,572,21,2311,125,0,412,48
02-02-2021,US_KS,78,18575,548,0,2311,120,0,412,48
03-02-2021,US_KS,82,18657,548,22,2333,108,-1,411,52
04-02-2021,US_KS,88,18745,537,0,2333,115,0,411,52
05-02-2021,US_KS,82,18827,526,28,2361,116,0,411,52
06-02-2021,US_KS,57,18884,500,0,2361,119,0,411,52
07-02-2021,US_KS,60,18944,500,0,2361,128,0,411,52
08-02-2021,US_KS,31,18975,472,12,2373,117,0,411,39
09-02-2021,US_KS,69,19044,440,0,2373,107,0,411,39
10-02-2021,US_KS,55,19099,438,28,2401,100,0,411,41
11-02-2021,US_KS,67,19166,408,0,2401,96,0,411,41
12-02-2021,US_KS,59,19225,405,12,2413,104,0,411,42
13-02-2021,US_KS,63,19288,385,0,2413,100,0,411,42
14-02-2021,US_KS,35,19323,389,0,2413,97,0,411,42
15-02-2021,US_KS,36,19359,370,8,2421,90,0,411,38
16-02-2021,US_KS,48,19407,356,0,2421,85,0,411,38
17-02-2021,US_KS,58,19465,378,11,2432,95,0,411,34
18-02-2021,US_KS,60,19525,345,0,2432,89,0,411,34
19-02-2021,US_KS,48,19573,355,25,2457,95,0,411,34
20-02-2021,US_KS,53,19626,345,0,2457,88,0,411,34
21-02-2021,US_KS,43,19669,361,0,2457,82,0,411,34
22-02-2021,US_KS,42,19711,354,9,2466,85,0,411,22
23-02-2021,US_KS,59,19770,336,0,2466,78,0,411,22
24-02-2021,US_KS,44,19814,324,16,2482,71,0,411,22
25-02-2021,US_KS,44,19858,302,0,2482,62,0,411,22
26-02-2021,US_KS,43,19901,292,28,2510,62,0,411,29
27-02-2021,US_KS,34,19935,286,0,2510,54,0,411,29
28-02-2021,US_KS,33,19968,275,0,2510,52,0,411,29
01-03-2021,US_KS,26,19994,264,11,2521,57,0,411,16
02-03-2021,US_KS,31,20025,249,0,2521,64,0,411,16
03-03-2021,US_KS,23,20048,242,20,2541,49,0,411,23
04-03-2021,US_KS,27,20075,223,0,2541,54,0,411,23
05-03-2021,US_KS,48,20123,233,13,2554,54,0,411,22
06-03-2021,US_KS,26,20149,219,0,2554,46,0,411,22
07-03-2021,US_KS,26,20175,219,0,2554,48,0,411,22
